binary,label
110110,4
1111101101100,9
0010111010011,7
0000,0
11100100010,5
0111001,4
0110101011,6
110,2
100100000111,5
0001,1
1,1
11110011,6
00000,0
0010000010,2
10,1
01111111,7
000,0
110,2
011101,4
1010,2
00111100000111,7
0110111110010,8
10101111110,8
11000011010000,5
101101011101110,10
00101100110,5
110000101000,4
0001,1
11010101,5
11110100011,7
0110100,3
10110001000100,5
1001111100110,8
100001010,3
1010101011100,7
100000,1
100111,4
11111110001100,9
101100,3
111010,4
11,2
00001110001111,7
011100010100,5
11000111,5
1011011101100,8
010,1
111100010100101,8
001,1
101,2
10,1
00011101101100,7
0,0
0111110010,6
000111110001101,8
1011001111100111,11
0101111110100,8
1100000,2
10010,2
1100010110101,7
1100101110010100,8
111,3
001111000110,6
010011101,5
11,2
1010001110011111,10
01010110011010,7
001001,2
110110111,7
001101101,5
100001010010,4
0011000010100,4
110011100101010,8
001010000,2
01111111,7
01111110110,8
0010010001000010,4
1110,3
10111111001,8
0001,1
011111011,7
100,1
011010,3
001001010111,6
101110001111,8
011111011001010,9
00,0
100,1
01001100000000,3
0110010001,4
1010010011010000,6
000,0
1110110100,6
0100010110,4
00001,1
01101010101,6
01111000110100,7
11011010000000,5
10111111,7
1,1
00,0
11100001011,6
111000111,6
010110,3
1100,2
011011000000001,5
10101001,4
001101110111110,10
10111001,5
100111110010010,8
011011000,4
011011010010,6
